Radio Station,ID,Village,Ward,District,Region,Problem,POST STATUS,Posting Status COMMENTS,Treatment Assignment,Block,Status,Success?,2015 DIWANI PART,2015 DIWANI %,Follow up?,How far to go,transpot proposed,proposed cost,per diem needed?,Date aired 1,Date Aired 2,Neema's Updates,Follow Up?,,RESPONSE FROM CALLS TO THE VILLAGE,Notes,Talk to District Level,Text messages,Pictures,Website post,Date Reporting,Problem Notes,2015 President CCM %,2015 MP Party,PRESIDENT %,MP %,Political Party of Dawani,Political Party of Mwinyikiti,CCM Vote %,Longtitude,Latitude,Population,Male,Female,Households,new,longitude_capital,Longitude
SAUT FM,146,Kinindo,Kishiri,Nyamagana,Mwanza,Water,"audio, and picutres","posted, need to add video",Treatment,2,Aired,,,,,1.5 hrs from ilemela,public transport and bodaboda,5000,NO,6/7,6/13,All aired and paid,,,The Water Authority visited the people and told them that the problem of water allocation is due to the deterioration of water pumps so if the Butimba Water project is completed they will get rid of the problem; They still continue to receive dividends once a week at night; The state legislator visited and told them that the problem would be resolved within two years after the completion of the Butimba Water Project.,"This street is in the City of Mwanza, near by the river. Its has been 4 years since the campaign of ""Mtue mama ndoo Kichwani"" . And the policy says that a citizen should not walk more that 400miters to find water, but in Kanindo they walk for 1KM to find water. Citizens say that during dry season they face dificulties, they go to fetch it to people with wells ath their homes and they sell for Tsh. 100 per bucket. Women are more affected by this, they woke up at 3AM in the morning, Its expensive, If Bodoboda gets it for you they sell for Tsh. 500 a bucket. Now the water runs only once per month. Only two water taps are running water this village. Village council said, its very affecting the people, This street is big, some parts dont have water pipes, we dont have a solution right now. Mwenyekiti said in the meeting that water will be running once a week, and some parts of the street wont receive water, but nothing than that. People want the government to bring water. Because we drink unsafe water. We are sick everyday. MUWASA says, Water will come once the huge project has been completed. We are ready to get water by shift, and when they say so. They should keep their promises. Mwenyekiti says, I have followed up on this,I went to MUWASA but they said they will give water by shift, but that has not been so. MUWASA says they are finding new sources of water, thats why we face this issue, And some water pipes are been broken every now and then. Out of MUWASA, other souces? Its wells, and during dry season they go dry. And we urge citzens to drill their wells, for the ones that have money. ",,,,,,,CCM,CCM,55.70%,50%,,,,,,,,,,1,"-2.507521666439017, 32.900037841999543","-2.5677393961655754, 32.990448344220226"
SAUT FM,147,Nyamadoke,Nyamongolo,Ilemela,Mwanza,Water,audio and pictures,posted,Treatment,3,Aired,,,,,2hrs from ilemela,public transport and bodaboda,4000,NO,6/14,6/15,All aired and paid,,,No action has been taken so far.,"Our jounalist visited this village and found that they are suffering alot by this issue of water. Villegers said they have only one well which is not safe tey share them with animals., and they dont have other clean water sources. when dry season arrives, they get only 3 water buckets per HH. And they work up early in the morning like 4:PM they get sick everyday, like typhod, diarreah. Villegers are happy to contribute to government efforts to get water. Water is very expensive like they use Tsh. 6000 per day, compared of usisng Tsh. 10000 to 20000 per month. Villegers urge Minister of water to visit and see the situation. and they say water source s not far as lake victoria project has reached Buswelu ward which is nearby. MWenyekiti siad this is true, and they had water project since 2014. there is water infrastructere but water has not been available, there is also a new water project like they have build a water tank. my citizens are suffering badly. We have a meeting with people from the district and theysaid they are in constuction soon they will deliver, MUWASA said that we have done a visibility study, we are now starting to build water infrastucture. We want to find another source since capripoint source has been overloded. In 18 monthes to come Mwanza will receive water. And we sat with Mwenyekiti of Nyamadoki yesterday, as he brough complains, we are building water infrstructre, and they will receive water, and funds will come from our own sources of MUWASA. ",,,,,,,CCM,CCM,59.40%,56%,,,,,,4829,2390,2439,815,,"-2.507521666439017, 32.900037841999544","-2.515741811922709, 32.99970132650621"
SAUT FM,148,Lumeji,Sukuma,Magu,Mwanza,Water,"audio, pictures, and video",posted,Treatment,4,Aired,,CCM,64.86%,,2hrs from ilemela,public transport and bodaboda,12000,NO,6/16,6/20,All aired and paid,,,No action has been taken so far.,"Recently the village received its water well, but it didnt take long to breoke,  Now they have to go far away to fetch water to wells that are outside the village, they use wells water for cooking, washing and other domestic use, They have to woek up at mid night to go nd fetch water, which leads to rise of conflicts in the society and within families, also thhey meet with dangerous animals like hyenas on the way to wells.Mwenyekii said he is now working closely with private sectors to get water,When we asked the Diwani for Sukuma wated, he said, the government has a huge ongoing project which will bring water in aboundance the water will be enough even for irrigation system. We even tried to find the MP for Magu and he said, they have budget for 2021-2022 that they will receive funds for water shortage in Sukuma ward, and the project will start in July 2021. ",,,,,,,CCM,CCM,69.10%,64.20%,,,,,,3570,1781,1789,616,,"-2.507521666439017, 32.900037841999545","-2.6391491894467345, 33.522952914834505"
SAUT FM,149,Ijinga,Sima,Sengerema,Mwanza,Water,audio and pictures,posted,Treatment,5,Aired,,CCM,62.39%,,1.5 hrs from sengerema town,public transport and bodaboda,15000,YES,6/28,7/4,All aired and paid,,,"They have held a ward development meeting and discussed the challenge but nothing has been done to address the challenge; The councilor has started a process to visit villages in the ward, including this village, to find out how the people's contributions are being used in development; The MP is expected to start his visit to the village so the people are expected to give their water keto because in his second month visit this year he promised to build two wells.","They dont have safe and clean water dispite living neaby lake victoria. Citizens complain to why they have not received any water project for more than 40 years. They go and fetch water very far away, and they face fear of epidemic eruption of diseases like diareah, vomiting and so on associated with unsafe water. People want safe and clean water form the authorities. Mwenyekiti said that since the village was established, and people are walking a distance to get water, and this issue has been reported to Diwani and he said there is a project coming from Sengerema, it will touch this village we have to be patient. Journalist went to DCs office and interviewed District chairman and assured us that they received money to do water project and this village will receive water. ",,,,,,,CCM,CCM,70.10%,55.70%,,,,,,2317,1172,1145,311,,"-2.507521666439017, 32.900037841999546","-2.690139926636546, 32.557348491984726"
SAUT FM,150,Idetemya,Usagara,Misungwi,Mwanza,Water,"audio, pictures, and video",posted,Treatment,6,Aired,,CCM,63.88%,,4hrs from ilemela,public transport,15000,NO,6/21,6/27,All aired and paid,,,They are still waiting for the money from the approved budget; Citizens continue to draw water from ponds,"The village has not received water services for almost 5 years now. And they are suffering to go far and fetch water, where by they use water from a local well and river mosytly is used. The water from river is shared withanimals kike cows and goats. Which resulted to beople geting sick. VEO of the village said. Its true that they have only on well shared by two villages. Mwenyekiti admited to this issue saying his villegers are suffering much on this. Diwani was asked about this and he said that he reported to RUWASA and they are planing on using water from source from the nearby village. Also there is a new project that was promised by the late Tanzania president, John Magufuli. Our journalist went to the District council to follow up more and spoke to DC, He said, in a less than ayear from now, people of Idetemya will receive water from this huge project they are getting water from lake victoria. Also people from TASAF are planing to drill wells in Idetemya village. ",,,,,,,CCM,CCM,80%,78.20%,,,,,,,,,,1,"-2.507521666439017, 32.900037841999547","-2.68448923983619, 32.98511364393866"
SAUT FM,151,Chankamba,Igalla,Ukerewe,Mwanza,Water,audio and pictures,posted,Treatment,7,Aired,,CCM,48.44%,,2.5hrs from ukerewe ,public transport and bodaboda,30000,YES,7/13,7/20,All aired and paid,,,No action has been taken so far; Citizens are relying on information from a councilor but the councilor is ill until now.,"Its hard to belive that a village which is near lake victoria can not have challenges in finding water, Especially during dry season. As they only have two natural well shared by all the villegers. They have already called a village meetings to discuss this, and they have complained to the Diwani. The water is not sufficient, clean, and safe. People get sick, they have to fight to get water. and the que is long when go to fetch water. They want water, its expensive to get water from the lake, its like Tsh 2000 to go and fetch water by bodaboda. Mwenyekiti said that the natural wells dry during the dry season leading to chaos. The village has 5400 residents sharing two wells. Diwani tried to bring water, citizens contributed man power, and the water was here, but during the road construction, the heavy equipments distroyed water ifrastructure. But now diwani said that we are going to get water, as the government has a project which will pass here in this village. District Chairman said that chankamba did not enter into water project in 2012. and I was elected in 2015, and in 2017 me and DED brought water pipes, but it did not go as planed, but in this years budget, we plan to get water into this village, we have already done the survey. we are waiting for money to come in sicne the budget is passed. RUWASA manager said that our team went to do survey o how to deliver water and its on budget for this 2021-2022 and once money is deposited, we will start to bring infrastructure, becasue this village has never received water since it was formed.",,,,,,,CCM,CHADEMA,52.90%,50.80%,,,,,,3452,1612,1840,521,,"-2.507521666439017, 32.900037841999548","-2.053102173738135, 32.919111590621306"
SAUT FM,152,Igulumuki,Igulumuki,Sengerema,Mwanza,Water,audio and pictures,posted,Treatment,8,Aired,,CCM,63.48%,,1.5hrs from sengerema ,public transport and bodaboda,15000,YES,7/12,7/18,All aired and paid,,,No action has been taken so far.,"2077 is the total population with 300 HHs, This village has one drilled well, but it is not enough for the whole population, leading people to go and fetch water in ponds which are left by rains, water is not clean and safe, leading to people getting sick. and people are using alot of cash for tratment in hospitals, We have tried raising this issue to Village leaders but nothing. People want the governmet to drill deeper wells which can provide safe and clean water. or bring water pipes. VEO said he knows and this issue is a huge challenge to our residents. during dry season the situation becomes worse. And people are using alot of time to fetch water, intra household conflicts. and also some cases of dangerous animals has been reported. District chairman said that he is aware, and he urged citizens to keep calm and the government is working to respolve this, we are planing to get a budget i=this year. RUWASA manager said that we have a water project that is being implemented, and 2021-20222 people of igulumuki will get water, and we are working hard to make sure we deliver water. ",,,,,,,CCM,CCM,70.10%,55.70%,,,,,,2892,1454,1438,423,,"-2.507521666439017, 32.900037841999549","-2.6602146712476613, 32.55178337285808"
Storm FM,153,Kilimahewa,Ludete,Geita urban,Geita,Infrastructure,,,Control,1,,,CCM,91.58%,,1.5hr from geita,public transport and bodaboda,15000,NO,,,,,,,Changamoto ya miundombinu duni ya Barabara katika kijiji Cha Kilimahewa wilaya ya Geita imetajwa kuathiri shughuli za Maendeleo nakiuchumi  kwa wakulima wa eneo hilo.,,,,,,,CCM,CCM,63%,55%,,,,,,,,,,1,"-2.876906800010877, 32.22710519284815","-2.921530781997996, 31.960579098032998"
Storm FM,154,Lwamgasa,Lwamgasa,Geita urban,Geita,Mining,,,Control,2,,,,,,1.5 hr from Geita town,public transport and bodaboda,10000,NO,,,,,,,Kutokana na uwepo wa Matukio katika maeneo  Mbalimbali ya uchimbaji wa Madini ya dhahabu hususani kijiji Cha lwamgasa kumesababisha Wachimbaji wengi kupoteza maisha kutokana na suala la usalama kutozingatiwa ikiwemo Matumizi ya vifaa duni vya uchimbaji.,,,,,,,CCM,CCM,63%,55%,,,,,,16357,8123,8234,2922,,"-2.876906800010877, 32.22710519284816","-3.1156964365557775, 32.0415424261148"
Storm FM,155,Buseresere,Buseresere,Chato,Geita,Infrastructure,,,Control,3,,,CCM,62.48%,,45min from geita town,public transport,8000,NO,,,,,,,,,,,,,,CCM,CCM,74.10%,70.20%,,,,,,7564,3563,4001,1551,,"-2.876906800010877, 32.22710519284817","-3.003920411337816, 31.91857695101569"
Storm FM,156,Nyijundu,Nyijundu,Nyanghwale,Geita,Infrastructure,,,Control,4,,,,,,2hrs from Nyanghwale,bodaboda,18000,YES,,,,,,,Residents of the village and Ward of NYIJUNDU in Nyanghwale district have complained about the failure to rehabilitate the Highway from the ward to the district headquarters.,,,,,,,CCM,CCM,76.50%,77.90%,,,,,,4673,2253,2420,703,,"-2.876906800010877, 32.22710519284818","-3.008295772386043, 32.68525798242894"
